"month","animal","state","count"
2011 Jun,"Bulls, bullocks and steers","Australian Capital Territory",0
2011 Jul,"Bulls, bullocks and steers","Australian Capital Territory",0
2011 Aug,"Bulls, bullocks and steers","Australian Capital Territory",0
2011 Sep,"Bulls, bullocks and steers","Australian Capital Territory",0
2011 Oct,"Bulls, bullocks and steers","Australian Capital Territory",0
2011 Nov,"Bulls, bullocks and steers","Australian Capital Territory",0
2011 Dec,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Jan,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Feb,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Mar,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Apr,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 May,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Jun,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Jul,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Aug,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Sep,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Oct,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Nov,"Bulls, bullocks and steers","Australian Capital Territory",0
2012 Dec,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Jan,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Feb,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Mar,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Apr,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 May,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Jun,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Jul,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Aug,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Sep,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Oct,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Nov,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 Dec,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Jan,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Feb,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Mar,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Apr,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 May,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Jun,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Jul,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Aug,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Sep,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Oct,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Nov,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 Dec,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Jan,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Feb,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Mar,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Apr,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 May,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Jun,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Jul,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Aug,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Sep,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Oct,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Nov,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 Dec,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Jan,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Feb,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Mar,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Apr,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 May,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Jun,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Jul,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Aug,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Sep,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Oct,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Nov,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 Dec,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Jan,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Feb,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Mar,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Apr,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 May,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Jun,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Jul,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Aug,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Sep,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Oct,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Nov,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 Dec,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Jan,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Feb,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Mar,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Apr,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 May,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Jun,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Jul,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Aug,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Sep,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Oct,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Nov,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 Dec,"Bulls, bullocks and steers","Australian Capital Territory",0
1976 Jul,"Bulls, bullocks and steers","New South Wales",107500
1976 Aug,"Bulls, bullocks and steers","New South Wales",107400
1976 Sep,"Bulls, bullocks and steers","New South Wales",123400
1976 Oct,"Bulls, bullocks and steers","New South Wales",115400
1976 Nov,"Bulls, bullocks and steers","New South Wales",106400
1976 Dec,"Bulls, bullocks and steers","New South Wales",115900
1977 Jan,"Bulls, bullocks and steers","New South Wales",115000
1977 Feb,"Bulls, bullocks and steers","New South Wales",121300
1977 Mar,"Bulls, bullocks and steers","New South Wales",136800
1977 Apr,"Bulls, bullocks and steers","New South Wales",122100
1977 May,"Bulls, bullocks and steers","New South Wales",134100
1977 Jun,"Bulls, bullocks and steers","New South Wales",140800
1977 Jul,"Bulls, bullocks and steers","New South Wales",129200
1977 Aug,"Bulls, bullocks and steers","New South Wales",145700
1977 Sep,"Bulls, bullocks and steers","New South Wales",150500
1977 Oct,"Bulls, bullocks and steers","New South Wales",133700
1977 Nov,"Bulls, bullocks and steers","New South Wales",139700
1977 Dec,"Bulls, bullocks and steers","New South Wales",125800
1978 Jan,"Bulls, bullocks and steers","New South Wales",117000
1978 Feb,"Bulls, bullocks and steers","New South Wales",115700
1978 Mar,"Bulls, bullocks and steers","New South Wales",124900
1978 Apr,"Bulls, bullocks and steers","New South Wales",106000
1978 May,"Bulls, bullocks and steers","New South Wales",128100
1978 Jun,"Bulls, bullocks and steers","New South Wales",125300
1978 Jul,"Bulls, bullocks and steers","New South Wales",116600
1978 Aug,"Bulls, bullocks and steers","New South Wales",136100
1978 Sep,"Bulls, bullocks and steers","New South Wales",121600
1978 Oct,"Bulls, bullocks and steers","New South Wales",130100
1978 Nov,"Bulls, bullocks and steers","New South Wales",144800
1978 Dec,"Bulls, bullocks and steers","New South Wales",120800
1979 Jan,"Bulls, bullocks and steers","New South Wales",133500
1979 Feb,"Bulls, bullocks and steers","New South Wales",135000
1979 Mar,"Bulls, bullocks and steers","New South Wales",126300
1979 Apr,"Bulls, bullocks and steers","New South Wales",87500
1979 May,"Bulls, bullocks and steers","New South Wales",1e+05
1979 Jun,"Bulls, bullocks and steers","New South Wales",72500
1979 Jul,"Bulls, bullocks and steers","New South Wales",73400
1979 Aug,"Bulls, bullocks and steers","New South Wales",95300
1979 Sep,"Bulls, bullocks and steers","New South Wales",103800
1979 Oct,"Bulls, bullocks and steers","New South Wales",122000
1979 Nov,"Bulls, bullocks and steers","New South Wales",108100
1979 Dec,"Bulls, bullocks and steers","New South Wales",96400
1980 Jan,"Bulls, bullocks and steers","New South Wales",109000
1980 Feb,"Bulls, bullocks and steers","New South Wales",86400
1980 Mar,"Bulls, bullocks and steers","New South Wales",90900
1980 Apr,"Bulls, bullocks and steers","New South Wales",88700
1980 May,"Bulls, bullocks and steers","New South Wales",86100
1980 Jun,"Bulls, bullocks and steers","New South Wales",64200
1980 Jul,"Bulls, bullocks and steers","New South Wales",77600
1980 Aug,"Bulls, bullocks and steers","New South Wales",80200
1980 Sep,"Bulls, bullocks and steers","New South Wales",93100
1980 Oct,"Bulls, bullocks and steers","New South Wales",100800
1980 Nov,"Bulls, bullocks and steers","New South Wales",85000
1980 Dec,"Bulls, bullocks and steers","New South Wales",82400
1981 Jan,"Bulls, bullocks and steers","New South Wales",69200
1981 Feb,"Bulls, bullocks and steers","New South Wales",69000
1981 Mar,"Bulls, bullocks and steers","New South Wales",74400
1981 Apr,"Bulls, bullocks and steers","New South Wales",79600
1981 May,"Bulls, bullocks and steers","New South Wales",83800
1981 Jun,"Bulls, bullocks and steers","New South Wales",72300
1981 Jul,"Bulls, bullocks and steers","New South Wales",75500
1981 Aug,"Bulls, bullocks and steers","New South Wales",61200
1981 Sep,"Bulls, bullocks and steers","New South Wales",70900
1981 Oct,"Bulls, bullocks and steers","New South Wales",63300
1981 Nov,"Bulls, bullocks and steers","New South Wales",64500
1981 Dec,"Bulls, bullocks and steers","New South Wales",76600
1982 Jan,"Bulls, bullocks and steers","New South Wales",72200
1982 Feb,"Bulls, bullocks and steers","New South Wales",76600
1982 Mar,"Bulls, bullocks and steers","New South Wales",90200
1982 Apr,"Bulls, bullocks and steers","New South Wales",70700
1982 May,"Bulls, bullocks and steers","New South Wales",82100
1982 Jun,"Bulls, bullocks and steers","New South Wales",83800
1982 Jul,"Bulls, bullocks and steers","New South Wales",83500
1982 Aug,"Bulls, bullocks and steers","New South Wales",82200
1982 Sep,"Bulls, bullocks and steers","New South Wales",93800
1982 Oct,"Bulls, bullocks and steers","New South Wales",77800
1982 Nov,"Bulls, bullocks and steers","New South Wales",78200
1982 Dec,"Bulls, bullocks and steers","New South Wales",80200
1983 Jan,"Bulls, bullocks and steers","New South Wales",64500
1983 Feb,"Bulls, bullocks and steers","New South Wales",70600
1983 Mar,"Bulls, bullocks and steers","New South Wales",83600
1983 Apr,"Bulls, bullocks and steers","New South Wales",68100
1983 May,"Bulls, bullocks and steers","New South Wales",63100
1983 Jun,"Bulls, bullocks and steers","New South Wales",54000
1983 Jul,"Bulls, bullocks and steers","New South Wales",58600
1983 Aug,"Bulls, bullocks and steers","New South Wales",68300
1983 Sep,"Bulls, bullocks and steers","New South Wales",68900
1983 Oct,"Bulls, bullocks and steers","New South Wales",67300
1983 Nov,"Bulls, bullocks and steers","New South Wales",68300
1983 Dec,"Bulls, bullocks and steers","New South Wales",64000
1984 Jan,"Bulls, bullocks and steers","New South Wales",56100
1984 Feb,"Bulls, bullocks and steers","New South Wales",60500
1984 Mar,"Bulls, bullocks and steers","New South Wales",64700
1984 Apr,"Bulls, bullocks and steers","New South Wales",50400
1984 May,"Bulls, bullocks and steers","New South Wales",63600
1984 Jun,"Bulls, bullocks and steers","New South Wales",57900
1984 Jul,"Bulls, bullocks and steers","New South Wales",58700
1984 Aug,"Bulls, bullocks and steers","New South Wales",59300
1984 Sep,"Bulls, bullocks and steers","New South Wales",49200
1984 Oct,"Bulls, bullocks and steers","New South Wales",57000
1984 Nov,"Bulls, bullocks and steers","New South Wales",55200
1984 Dec,"Bulls, bullocks and steers","New South Wales",50100
1985 Jan,"Bulls, bullocks and steers","New South Wales",61900
1985 Feb,"Bulls, bullocks and steers","New South Wales",55700
1985 Mar,"Bulls, bullocks and steers","New South Wales",58600
1985 Apr,"Bulls, bullocks and steers","New South Wales",47800
1985 May,"Bulls, bullocks and steers","New South Wales",60900
1985 Jun,"Bulls, bullocks and steers","New South Wales",48800
1985 Jul,"Bulls, bullocks and steers","New South Wales",56000
1985 Aug,"Bulls, bullocks and steers","New South Wales",56300
1985 Sep,"Bulls, bullocks and steers","New South Wales",53800
1985 Oct,"Bulls, bullocks and steers","New South Wales",66200
1985 Nov,"Bulls, bullocks and steers","New South Wales",63600
1985 Dec,"Bulls, bullocks and steers","New South Wales",59900
1986 Jan,"Bulls, bullocks and steers","New South Wales",73300
1986 Feb,"Bulls, bullocks and steers","New South Wales",64100
1986 Mar,"Bulls, bullocks and steers","New South Wales",63300
1986 Apr,"Bulls, bullocks and steers","New South Wales",66800
1986 May,"Bulls, bullocks and steers","New South Wales",65800
1986 Jun,"Bulls, bullocks and steers","New South Wales",55900
1986 Jul,"Bulls, bullocks and steers","New South Wales",67500
1986 Aug,"Bulls, bullocks and steers","New South Wales",57700
1986 Sep,"Bulls, bullocks and steers","New South Wales",65800
1986 Oct,"Bulls, bullocks and steers","New South Wales",73700
1986 Nov,"Bulls, bullocks and steers","New South Wales",65700
1986 Dec,"Bulls, bullocks and steers","New South Wales",73200
1987 Jan,"Bulls, bullocks and steers","New South Wales",70300
1987 Feb,"Bulls, bullocks and steers","New South Wales",65800
1987 Mar,"Bulls, bullocks and steers","New South Wales",72400
1987 Apr,"Bulls, bullocks and steers","New South Wales",70000
1987 May,"Bulls, bullocks and steers","New South Wales",67400
1987 Jun,"Bulls, bullocks and steers","New South Wales",69100
